index,Drug_Name,Reason,Description
787,Folmine Tablet 10'S,Anaemia,treat symptomatic anaemia in adult cancer patientsÂ 
788,Folneu 5mg Tablet 10'S,Anaemia,Â treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
789,Folnew Capsule 10'S,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
790,Folvite Tablet 45'SFolvite 5mg Tablet 30'S,Anaemia,treat symptomatic anaemia in adult cancer patientsÂ 
791,Folwise Plus Capsule 15'S,Anaemia,Â treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
792,Folygel Capsule 10'S,Anaemia,prevent iron and folic acid deficiency
793,FORICH Tablet 10's,Anaemia,treatment for the treatment of diarrhea and constipation
794,Fortiron Syrup 150ml,Anaemia,treatment for the treatment of diarrhea and constipation
795,Freya Suspension 150mlFreya Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
796,Frezcon Suspension 200mlFrezcon Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
797,Frida Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
798,Fruitobin Syrup 200ml,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
799,FUL Aid FE Tablet 12'SFUL Aid FE Syrup 200ml,Anaemia,treat symptomatic anaemia in adult cancer patientsÂ 
800,FUR CR 100mg Tablet 10'S,Anaemia,Â treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
801,FUR XT Tablet 10'S,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
802,Gabaxia SR 75mg Tablet 10'S,Anaemia,treat symptomatic anaemia in adult cancer patientsÂ 
803,Gefer Forte Injection 5mlGefer Injection 1'S,Anaemia,Â treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
804,Gefer XT Drops 15ml,Anaemia,prevent iron and folic acid deficiency
805,Geroz Injection 5ml,Anaemia,treatment for the treatment of diarrhea and constipation
806,Geroz O Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
807,Glentona Syrup 200ml,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
808,Glentona Plus Syrup 200ml,Anaemia,treat symptomatic anaemia in adult cancer patientsÂ 
809,Globac XT Tablet 15'S,Anaemia,Â treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
810,Globac Safe Injection 2.5mlGlobac Safe 20mg/1Ml Injection 2.5mlGlobac Safe 100mg Injection 5mlGlobac Safe 50mg Injection 2.5ml,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
811,Globac Z Liquid 200mlGlobac Z Capsule 60'SGlobac Z Softule 30'S,Anaemia,treat symptomatic anaemia in adult cancer patientsÂ 
812,Globin Tablet 10'SGlobin Syrup 150ml,Anaemia,Â treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
813,Glowcare Xt Tablet 10's,Anaemia,prevent iron and folic acid deficiency
814,Goodvit Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
815,Gracifer Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
816,Growell Syrup 200ml,Anaemia,treatment for the treatment of diarrhea and constipation
817,Gynae Cvp Capsule 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
818,Haem UP Injection 5mlHaem UP Injection 2.5mlHaem UP Liquid 200mlHaem UP Gems Capsule 30'SHaem UP C Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
819,Haem UP Fast Syrup 150ml,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
820,Haem UP Gems Capsule 100'S,Anaemia,treat symptomatic anaemia in adult cancer patientsÂ 
821,Haemdates Xt Tablet 10's,Anaemia,Â treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
822,Haemgrow Tablet 10'S,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
823,Hapifer Tablet 10's,Anaemia,treat symptomatic anaemia in adult cancer patientsÂ 
824,Hapifer Xt Tablet 10's,Anaemia,Â treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
825,HB 29 Injection 5ml,Anaemia,prevent iron and folic acid deficiency
826,HB 4 Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
827,HB Add Capsule 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
828,Zest Capsule 30'SZest Oral Drops 15mlZest Syrup 200mlZest Choco Powder 200gm,Anaemia,treatment for the treatment of diarrhea and constipation
829,Zibifol FA 100/1.5mg Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
830,Ziferrin Capsule 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
831,Ziferrin TR Capsule 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
832,Zifol XT 100/1.1mg Tablet 6'SZifol XT Suspension 200mlZifol XT Tablet 10'SZifol XT Drops 15ml,Anaemia,treatment for the treatment of diarrhea and constipation
833,Zincofer Nurture Tablet 30'SZincofer Tablet 10'SZincofer Liquid 200mlZincofer XT Tablet 10'S,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
834,Zurifer XT Tablet 10'S,Anaemia,treat symptomatic anaemia in adult cancer patientsÂ 
835,Zyfolic 5mg Tablet 10'S,Anaemia,Â treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
836,Zyfoly 5mg Tablet 10'S,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
837,5 Mono 10mg Tablet 10'S5 Mono 20mg Tablet 10'S,Angina,soothen arrhythmia (uneven heartbeat)
838,5 Mono SR 30mg Tablet 10'S,Angina,soothen arrhythmia (uneven heartbeat)
839,Adenoz 6Mg Injection 2ml,Angina,soothen arrhythmia (uneven heartbeat)
840,Adilin 10mg Tablet 10'SAdilin 20mg Tablet 10'SAdilin 40mg Tablet 10'S,Angina,soothen arrhythmia (uneven heartbeat)
841,Adneon 6mg Injection 2ml,Angina,soothen arrhythmia (uneven heartbeat)
842,ADP 5mg Tablet 10'S,Angina,Â prevent angina pectoris
843,Alnitro 6.4mg Tablet 25'SALNITRO 2.6MG TABLET 25'SALNITRO 2.6mg Tablet 30's,Angina,Â prevent angina pectoris
844,Amanat 5mg Tablet 10,Angina,Â prevent angina pectoris
845,AMDEPIN DUO Tablet 10's,Angina,Â prevent angina pectoris
846,Amfirst 10mg Tablet 10'S,Angina,Â prevent angina pectoris
847,Amiur H 2.5/25mg Tablet 10'S,Angina,Â prevent angina pectoris and pain in chest
848,Amlin 5mg Tablet 10'S,Angina,Â prevent angina pectoris and pain in chest
849,Amlodac 5mg Tablet 30'SAmlodac 10mg Tablet 30'SAmlodac 2.5mg Tablet 30'S,Angina,Â prevent angina pectoris and pain in chest
850,Amlodepin 5mg Tablet 10'S,Angina,Â prevent angina pectoris and pain in chest
851,Amlodil 10mg Tablet 10'S,Angina,Â prevent angina pectoris and pain in chest
852,Amlokos AT 5/25mg Tablet 10'S,Angina,Â prevent angina pectoris
853,Amlopure 5mg Tablet 10'S,Angina,Â prevent angina pectoris
854,Amlorace 5mg Tablet 10'S,Angina,Â prevent angina pectoris
855,Amlostat 5mg Tablet 10'S,Angina,Â prevent angina pectoris
856,Amlosun 10 mg Tablet 10'S,Angina,Â prevent angina pectoris
857,Amlosure AT Tablet 10'S,Angina,Â prevent angina pectoris and pain in chest
858,Amlovas S 2.5mg Tablet 10'S,Angina,Â prevent angina pectoris and pain in chest
859,AMLOVEL 5mg Tablet 10'sAMLOVEL 2.5mg Tablet 10's,Angina,Â prevent angina pectoris and pain in chest
860,Amlovin E 5mg Tablet 10'S,Angina,Â prevent angina pectoris and pain in chest
861,Angicam 2.5mg Tablet 15'S,Angina,Â prevent angina pectoris and pain in chest
862,Angicor 40mg Tablet 10'SAngicor 20mg Tablet 10'SAngicor SR 40mg Tablet 10'SAngicor 60mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
863,Angicor SR 60mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
864,Angiotec 500mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
865,Angiplat 2.5mg Capsule 25'SAngiplat 6.5mg Capsule 25'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
866,Angised 0.5mg Tablet 30'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
867,Angispan TR 2.5mg Capsule 25'SAngispan TR 6.5mg Capsule 25'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
868,Angistat 6.5mg Capsule 25'SAngistat 2.5mg Capsule 25'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
869,Angitab 40mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
870,Angitrit 20mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
871,Angiwell 2.6mg Tablet 30'SAngiwell 6.4mg Tablet 30'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
872,Angizem 180 mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
873,Anglit CR 6.4mg Tablet 30'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
874,Apresol Plus Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
875,Asomex 5mg Tablet 15'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
876,Aspitrate 60/150mg Capsule 15'SAspitrate 30/150mg Capsule 15'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
877,Aspitrate G 60/150mg Capsule 10'SAspitrate G 60/150mg Capsule 15'SAspitrate G 30/150mg Capsule 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
878,Atecard Am Tablet 15's,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
879,Atmost 25mg Tablet 14'SAtmost 50mg Tablet 14'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
880,Atrowok 0.60mg Injection 1ml,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
881,Avcor 5mg Tablet 20'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
882,Benipack 8mg Tablet 15'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
883,Betacard XL 12.5mg Tablet 10'SBetacard XL 25mg Tablet 10'SBetacard XL 50mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
884,Betafit 25mg Tablet 10'SBetafit 50mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
885,Betafit AM 5/50mg Tablet 10'SBetafit AM 5/25mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
886,Biodipin 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
887,BMD Max 2.5mg Capsule 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
888,Bradia 5mg Tablet 10'SBradia 7.5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
889,Bradiswift 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
890,Cardem 60mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
891,Cardicap 10mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
892,Cardimax 20mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
893,Cardimax SR 60mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
894,Cardimon 10mg Tablet 10'SCardimon 20mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
895,Cardipin Retard Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
896,Carnisurge Syrup 100ml,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
897,Carnosine 6mg Injection 2ml,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
898,Caroza Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
899,Cartinex 500mg Tablet 10'SCartinex OD Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
900,Carvidon 60mg Tablet 10'SCarvidon MR Tablet 10'SCarvidon 20mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
901,Carvidon MT 50mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
902,Carvidon OD 60mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
903,Caxin 0.25mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
904,Channel SR 120mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
905,Check At Tablet 10's,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
906,Cilny 10mg Tablet 15'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
907,Cinwox 25mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
908,Coralan 5mg Tablet 14'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
909,Coralan 7.5mg Tablet 14'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
910,Corflo 10mg Tablet 20'SCorflo 5mg Tablet 10'S,Angina,Â prevent angina pectoris
911,Corvadil 10mg Tablet 10'S,Angina,Â prevent angina pectoris
912,Corvela Tablet 10'S,Angina,Â prevent angina pectoris
913,Crema 10mg Tablet 10'S,Angina,Â prevent angina pectoris
914,Cytogard 20mg Tablet 10'S,Angina,Â prevent angina pectoris
915,Cytogard OD 60mg Capsule 10'S,Angina,Â prevent angina pectoris and pain in chest
916,CZAR AM Tablet 10's,Angina,Â prevent angina pectoris and pain in chest
917,Dilcal 30mg Tablet 10'S,Angina,Â prevent angina pectoris and pain in chest
918,Dilcardia SR 90mg Tablet 10'S,Angina,Â prevent angina pectoris and pain in chest
919,Dilcontin XL 180mg Tablet 10'S,Angina,Â prevent angina pectoris and pain in chest
920,Diltiact 2 % Tablet 10'SDiltiact 2% Gel 30gm,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
921,Diltiazem 90mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
922,Diltigesic Organogel 30gm,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
923,Dilzem 60mg Tablet 15'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
924,Dipal F Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
925,Diucontin K 20mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
926,Dobustat 250mg Injection 5mlDobustat 250mg Injection 20ml,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
927,Dopacef 200mg Injection 5ml,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
928,DTM 60mg Tablet 10'SDTM 30mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
929,DTM SR 90mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
930,Duorandil 5mg Tablet 10'SDuorandil 10mg Tablet 20'SDuorandil 5mg Tablet 20'SDuorandil 10mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
931,DZM 60mg Tablet 10'SDZM 30mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
932,Efnocar 40mg Tablet 10'SEfnocar 10mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
933,Eldizem 30mg Tablet 10'SEldizem 60mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
934,Elmap SR Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
935,Embeta R 2.5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
936,Embeta R 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
937,Esamlo 2.5mg Tablet 10'SEsamlo 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
938,Escot Cream 30gm,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
939,Eslo 1.25mg Tablet 10'SEslo 2.5mg Tablet 10'SEslo 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
940,Eslomet 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
941,Eslova 2.5/10mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
942,Espin 1.25mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
943,Exenta 50mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
944,Exinia 25mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
945,Ezuric 50mg Tablet 10'SEzuric 25mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
946,Felogard 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
947,Fibricor 0.1mg Injection 10ml,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
948,Flavedon 20mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
949,Flavedon MR 35mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
950,Frusamide 40mg Tablet 15'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
951,Frusenex 40mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
952,Furadantin 50mg Tablet 10'SFuradantin 100mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
953,G3N 2.6mg Tablet 25'SG3N 6.4mg Tablet 10'SG3N 6.4mg Tablet 25'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
954,Gennomax 250mg Injection 1'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
955,Glyin 2.6mg Tablet 30'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
956,Glynit CR 2.6mg Tablet 25'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
957,GTN 0.4mg Spray 65MdiGTN 0.4mg Spray 200MdMONIT GTN 2.6MG TABLET 25'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
958,GTN Sorbitrate CR 2.6mg Tablet 15'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
959,GTN Sorbitrate CR 6.4mg Tablet 25'SGTN Sorbitrate CR 2.6mg Tablet 30'SGTN Sorbitrate CR 6.4mg Tablet 30'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
960,Herdilan SR 40mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
961,IHD 10mg Tablet 10'SIHD 40mg Tablet 10'SIHD 20mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
962,IHD SR OD 30mg Tablet 10'SIHD SR OD 60mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
963,Ildamen 8mg Tablet 10'SIldamen 24mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
964,Imdur 30mg Tablet 30'SImdur 60mg Tablet 30'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
965,Imnit 30mg Tablet 10'SImnit 60mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
966,Inapure 7.5mg Tablet 10'SInapure 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
967,Indap 2.5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
968,Indapamide SR 1.5mg Tablet 10'S,Angina,Â prevent angina pectoris
969,Ionozem 30mg Tablet 10'S,Angina,Â prevent angina pectoris
970,Irban 5mg Tablet 10'SIrban 7.5mg Tablet 10'S,Angina,Â prevent angina pectoris
971,Isbid 20mg Tablet 10'SIsbid 10mg Tablet 10'S,Angina,Â prevent angina pectoris
972,Iski 30mg Tablet 10'SIski 60mg Tablet 10'S,Angina,Â prevent angina pectoris
973,Iski SR 90mg Tablet 10'S,Angina,Â prevent angina pectoris and pain in chest
974,Ismorin Tablet 10'SIsmo 10mg Tablet 30'SIsmo 10mg Tablet 15'SIsmo 20mg Tablet 15'SIsmo 20mg Tablet 30'S,Angina,Â prevent angina pectoris and pain in chest
975,Ismo Retard 40mg Tablet 7'S,Angina,Â prevent angina pectoris and pain in chest
976,Ismorin 60/75mg Capsule 10'S,Angina,Â prevent angina pectoris and pain in chest
977,Isobax 60mg Tablet 30'SIsobax 30mg Tablet 10'SIsobax 60mg Tablet 10'SIsobax OD 30mg Tablet 30'S,Angina,Â prevent angina pectoris and pain in chest
978,Isocor 20mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
979,ISOLAZINE Tablet 15'sIsolazine Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
980,Isonit 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
981,Isonorm 20mg Tablet 10'SIsonorm 30mg Tablet 10'SIsonorm SR 60mg Tablet 10'SIsonorm 10mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
982,Isonorm SR 30mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
983,Isopreg 10mg Injection 2ml,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
984,Isopreg SR Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
985,Isordil 10mg Tablet 10'SIsordil 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
986,Isorus 20/37.5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
987,Isowok 40mg Tablet 30'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
988,Isowok SR Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
989,Ivabeat 7.5mg Tablet 10'SIvabeat 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
990,Ivabid 7.5mg Tablet 10'SIvabid 5mg Tablet 10'SIvabid 5mg Tablet 14'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
991,Ivables 7.5mg Tablet 10'SIvables 5mg Tablet 15'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
992,Ivabrad 5mg Tablet 10'SIvabrad 7.5mg Tablet 15'SIvabrad 5mg Tablet 15'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
993,Ivabratco 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
994,Ivamac 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
995,Ivanode 7.5mg Tablet 10'SIvanode 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
996,Ivapace 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
997,Ivazine 7.5mg Tablet 10'SIvazine 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
998,Iverzac 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
999,K Ion 10mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
1000,KADRIN SR 60mg Tablet 10's,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
